STRUCT,Info,3,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon Phi(TM) CPU 7250 @ 1.40GHz,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Phi (Knights Landing) (Co)Processor,,,,,,,,,,,,,,,,
CPU clock:,1.399985612 GHz,,,,,,,,,,,,,,,,
TABLE,Region MMUL_Region,Group 1 Raw,HBM_CACHE,47,,,,,,,,,,,,,
EDC_MISS_CLEAN,EUBOX0C0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_CLEAN,EUBOX1C0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_CLEAN,EUBOX2C0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_CLEAN,EUBOX3C0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_CLEAN,EUBOX4C0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_CLEAN,EUBOX5C0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_CLEAN,EUBOX6C0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_CLEAN,EUBOX7C0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_DIRTY,EUBOX0C1,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_DIRTY,EUBOX1C1,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_DIRTY,EUBOX2C1,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_DIRTY,EUBOX3C1,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_DIRTY,EUBOX4C1,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_DIRTY,EUBOX5C1,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_DIRTY,EUBOX6C1,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_DIRTY,EUBOX7C1,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_READS,MBOX0C0,40697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_WRITES,MBOX0C1,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_READS,MBOX1C0,40740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_WRITES,MBOX1C1,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_READS,MBOX2C0,40688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_WRITES,MBOX2C1,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_READS,MBOX4C0,40687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_WRITES,MBOX4C1,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_READS,MBOX5C0,40709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_WRITES,MBOX5C1,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_READS,MBOX6C0,40650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_WRITES,MBOX6C1,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TABLE,Region MMUL_Region,Group 1 Raw STAT,HBM_CACHE,47,,,,,,,,,,,,,
Event,Counter,Sum,Min,Max,Avg,,,,,,,,,,,,
INSTR_RETIRED_ANY STAT,FIXC0,92293082300,742670300,6456267000,5.768318e+09,,,,,,,,,,,,
CPU_CLK_UNHALTED_CORE STAT,FIXC1,112337791000,1200928000,8897956000,7.021112e+09,,,,,,,,,,,,
CPU_CLK_UNHALTED_REF STAT,FIXC2,117278123000,1123084000,9247372000,7.329883e+09,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX0C0,1546137,0,1546137,96633.5625,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX1C0,1510983,0,1510983,94436.4375,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX2C0,1546880,0,1546880,96680,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX3C0,1511986,0,1511986,94499.1250,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX4C0,1543031,0,1543031,96439.4375,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX5C0,1509180,0,1509180,94323.7500,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX6C0,1545536,0,1545536,96596,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX7C0,1510485,0,1510485,94405.3125,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX0C1,47009,0,47009,2938.0625,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX1C1,21892,0,21892,1368.2500,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX2C1,48984,0,48984,3061.5000,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX3C1,23436,0,23436,1464.7500,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX4C1,46585,0,46585,2911.5625,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX5C1,21839,0,21839,1364.9375,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX6C1,46022,0,46022,2876.3750,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX7C1,23011,0,23011,1438.1875,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX0C0,416,0,416,26,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX1C0,331,0,331,20.6875,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX2C0,351,0,351,21.9375,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX3C0,307,0,307,19.1875,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX4C0,340,0,340,21.2500,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX5C0,347,0,347,21.6875,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX6C0,361,0,361,22.5625,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX7C0,349,0,349,21.8125,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX0C1,218,0,218,13.6250,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX1C1,180,0,180,11.2500,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX2C1,197,0,197,12.3125,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX3C1,193,0,193,12.0625,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX4C1,218,0,218,13.6250,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX5C1,187,0,187,11.6875,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX6C1,217,0,217,13.5625,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX7C1,183,0,183,11.4375,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX0C0,40697,0,40697,2543.5625,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX0C1,264,0,264,16.5000,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX1C0,40740,0,40740,2546.2500,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX1C1,283,0,283,17.6875,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX2C0,40688,0,40688,2543,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX2C1,281,0,281,17.5625,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX4C0,40687,0,40687,2542.9375,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX4C1,267,0,267,16.6875,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX5C0,40709,0,40709,2544.3125,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX5C1,274,0,274,17.1250,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX6C0,40650,0,40650,2540.6250,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX6C1,276,0,276,17.2500,,,,,,,,,,,,
TABLE,Region MMUL_Region,Group 1 Metric,HBM_CACHE,16,,,,,,,,,,,,,
Metric,HWThread 0,HWThread 1,HWThread 2,HWThread 3,HWThread 4,HWThread 5,HWThread 6,HWThread 7,HWThread 8,HWThread 9,HWThread 10,HWThread 11,HWThread 12,HWThread 13,HWThread 14,HWThread 15,
Runtime (RDTSC) [s],0.2047,0.2064,0.2060,0.2067,0.2056,0.2064,0.2057,0.2059,0.2059,0.2059,0.2065,0.2061,0.2068,0.2055,0.2062,0.2062,
Runtime unhalted [s],0.8578,6.3557,5.1850,4.7281,5.1345,4.9140,5.1886,5.2031,5.1713,5.2191,5.2638,5.2290,5.1351,5.2105,5.1788,6.2676,
Clock [MHz],1497.0224,1412.8975,1329.7260,1270.9043,1328.3413,1303.5222,1339.7609,1340.8494,1339.3928,1343.2205,1347.9911,1341.0313,1384.2975,1332.9129,1338.1050,1328.3988,
CPI,1.6170,1.3782,1.1885,1.0857,1.2083,1.1609,1.1991,1.2084,1.1931,1.1985,1.2055,1.2019,1.1844,1.1990,1.1996,1.3791,
MCDRAM Memory read bandwidth [MBytes/s],3821.2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory read data volume [GBytes],0.7821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory writeback bandwidth [MBytes/s],10.8219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory writeback data volume [GBytes],0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory bandwidth [MBytes/s],3832.0728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory data volume [GBytes],0.7843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory read bandwidth [MBytes/s],76.3545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory read data volume [GBytes],0.0156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory writeback bandwidth [MBytes/s],0.5144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory writeback data volume [GBytes],0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory bandwidth [MBytes/s],76.8689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory data volume [GBytes],0.0157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TABLE,Region MMUL_Region,Group 1 Metric STAT,HBM_CACHE,16,,,,,,,,,,,,,
Metric,Sum,Min,Max,Avg,,,,,,,,,,,,,
Runtime (RDTSC) [s] STAT,3.2965,0.2047,0.2068,0.2060,,,,,,,,,,,,,
Runtime unhalted [s] STAT,80.2420,0.8578,6.3557,5.0151,,,,,,,,,,,,,
Clock [MHz] STAT,21578.3739,1270.9043,1497.0224,1348.6484,,,,,,,,,,,,,
CPI STAT,19.8072,1.0857,1.6170,1.2380,,,,,,,,,,,,,
MCDRAM Memory read bandwidth [MBytes/s] STAT,3821.2509,0,3821.2509,238.8282,,,,,,,,,,,,,
MCDRAM Memory read data volume [GBytes] STAT,0.7821,0,0.7821,0.0489,,,,,,,,,,,,,
MCDRAM Memory writeback bandwidth [MBytes/s] STAT,10.8219,0,10.8219,0.6764,,,,,,,,,,,,,
MCDRAM Memory writeback data volume [GBytes] STAT,0.0022,0,0.0022,0.0001,,,,,,,,,,,,,
MCDRAM Memory bandwidth [MBytes/s] STAT,3832.0728,0,3832.0728,239.5045,,,,,,,,,,,,,
MCDRAM Memory data volume [GBytes] STAT,0.7843,0,0.7843,0.0490,,,,,,,,,,,,,
DDR Memory read bandwidth [MBytes/s] STAT,76.3545,0,76.3545,4.7722,,,,,,,,,,,,,
DDR Memory read data volume [GBytes] STAT,0.0156,0,0.0156,0.0010,,,,,,,,,,,,,
DDR Memory writeback bandwidth [MBytes/s] STAT,0.5144,0,0.5144,0.0321,,,,,,,,,,,,,
DDR Memory writeback data volume [GBytes] STAT,0.0001,0,0.0001,6.250000e-06,,,,,,,,,,,,,
DDR Memory bandwidth [MBytes/s] STAT,76.8689,0,76.8689,4.8043,,,,,,,,,,,,,
DDR Memory data volume [GBytes] STAT,0.0157,0,0.0157,0.0010,,,,,,,,,,,,,
