STRUCT,Info,3,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon Phi(TM) CPU 7250 @ 1.40GHz,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Phi (Knights Landing) (Co)Processor,,,,,,,,,,,,,,,,
CPU clock:,1.399933345 GHz,,,,,,,,,,,,,,,,
TABLE,Region MMUL_Region,Group 1 Raw,HBM_CACHE,47,,,,,,,,,,,,,
Region Info,HWThread 0,HWThread 1,HWThread 2,HWThread 3,HWThread 4,HWThread 5,HWThread 6,HWThread 7,HWThread 8,HWThread 9,HWThread 10,HWThread 11,HWThread 12,HWThread 13,HWThread 14,HWThread 15,
RDTSC Runtime [s],2.825105,2.826253,2.826135,2.826447,2.826509,2.826204,2.826869,2.826015,2.826429,2.826945,2.827111,2.825903,2.826584,2.827007,2.826798,2.826727,
call count,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
EDC_WPQ_INSERTS STAT,EDBOX1C1,264454,0,264454,16528.3750,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX2C1,668887,0,668887,41805.4375,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX3C1,266361,0,266361,16647.5625,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX4C1,662754,0,662754,41422.1250,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX5C1,272921,0,272921,17057.5625,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX6C1,664857,0,664857,41553.5625,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX7C1,266713,0,266713,16669.5625,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX0C0,22015,0,22015,1375.9375,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX1C0,20561,0,20561,1285.0625,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX2C0,19468,0,19468,1216.7500,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX3C0,22585,0,22585,1411.5625,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX4C0,18489,0,18489,1155.5625,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX5C0,23118,0,23118,1444.8750,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX6C0,20179,0,20179,1261.1875,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX7C0,20813,0,20813,1300.8125,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX0C1,1937,0,1937,121.0625,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX1C1,294,0,294,18.3750,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX2C1,1937,0,1937,121.0625,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX3C1,308,0,308,19.2500,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX4C1,2330,0,2330,145.6250,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX5C1,291,0,291,18.1875,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX6C1,2412,0,2412,150.7500,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX7C1,280,0,280,17.5000,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX0C0,564166,0,564166,35260.3750,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX0C1,1959,0,1959,122.4375,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX1C0,565302,0,565302,35331.3750,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX1C1,2672,0,2672,167,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX2C0,564229,0,564229,35264.3125,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX2C1,2329,0,2329,145.5625,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX4C0,564022,0,564022,35251.3750,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX4C1,1969,0,1969,123.0625,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX5C0,564799,0,564799,35299.9375,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX5C1,2613,0,2613,163.3125,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX6C0,563819,0,563819,35238.6875,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX6C1,2340,0,2340,146.2500,,,,,,,,,,,,
TABLE,Region MMUL_Region,Group 1 Metric,HBM_CACHE,16,,,,,,,,,,,,,
Metric,HWThread 0,HWThread 1,HWThread 2,HWThread 3,HWThread 4,HWThread 5,HWThread 6,HWThread 7,HWThread 8,HWThread 9,HWThread 10,HWThread 11,HWThread 12,HWThread 13,HWThread 14,HWThread 15,
Runtime (RDTSC) [s],2.8251,2.8263,2.8261,2.8264,2.8265,2.8262,2.8269,2.8260,2.8264,2.8269,2.8271,2.8259,2.8266,2.8270,2.8268,2.8267,
Runtime unhalted [s],20.7970,49.9918,48.4595,48.5018,48.4769,48.4322,48.4397,48.5122,48.4954,48.1770,48.0984,48.3654,48.4980,48.1469,48.4339,49.6111,
Clock [MHz],1498.2700,1487.2793,1476.6767,1476.9828,1477.7644,1476.8708,1475.4684,1476.9700,1477.8764,1473.9223,1472.1410,1476.7514,1477.1576,1473.0687,1476.0538,1471.1194,
