64.0,0.01,0.0,0.0,0.0,0.0,0.14
128.0,0.06,0.01,0.01,0.01,0.01,0.0
256.0,0.48,0.09,0.06,0.08,0.08,0.0
512.0,8.57,1.01,0.58,0.69,0.64,0.01
1024.0,68.51,8.17,4.67,5.52,5.14,0.08
2048.0,547.52,65.39,37.41,44.23,41.24,0.63
