STRUCT,Info,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon Phi(TM) CPU 7250 @ 1.40GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Phi (Knights Landing) (Co)Processor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPU clock:,1.399986198 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE,Region MMUL_Region,Group 1 Raw,HBM_CACHE,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region Info,HWThread 0,HWThread 1,HWThread 2,HWThread 3,HWThread 4,HWThread 5,HWThread 6,HWThread 7,HWThread 8,HWThread 9,HWThread 10,HWThread 11,HWThread 12,HWThread 13,HWThread 14,HWThread 15,HWThread 16,HWThread 17,HWThread 18,HWThread 19,HWThread 20,HWThread 21,HWThread 22,HWThread 23,HWThread 24,HWThread 25,HWThread 26,HWThread 27,HWThread 28,HWThread 29,HWThread 30,HWThread 31,HWThread 32,HWThread 33,HWThread 34,HWThread 35,HWThread 36,HWThread 37,HWThread 38,HWThread 39,HWThread 40,HWThread 41,HWThread 42,HWThread 43,HWThread 44,HWThread 45,HWThread 46,HWThread 47,HWThread 48,HWThread 49,HWThread 50,HWThread 51,HWThread 52,HWThread 53,HWThread 54,HWThread 55,HWThread 56,HWThread 57,HWThread 58,HWThread 59,HWThread 60,HWThread 61,HWThread 62,HWThread 63,
RDTSC Runtime [s],0.726749,0.716165,0.725413,0.738452,0.734177,0.737652,0.725975,0.726441,0.731270,0.730264,0.713024,0.721726,0.735645,0.716677,0.735166,0.737232,0.713512,0.729553,0.715123,0.739361,0.714523,0.734671,0.722559,0.723593,0.713982,0.718665,0.712479,0.732617,0.719130,0.731692,0.722131,0.717216,0.717723,0.740474,0.733011,0.724563,0.726849,0.720678,0.720184,0.738885,0.730736,0.733763,0.739661,0.740842,0.740145,0.723086,0.728230,0.733423,0.724997,0.715648,0.718271,0.719776,0.727356,0.724109,0.738114,0.721177,0.728706,0.729983,0.736900,0.729128,0.744963,0.736056,0.736466,0.732084,
call count,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Event,Counter,HWThread 0,HWThread 1,HWThread 2,HWThread 3,HWThread 4,HWThread 5,HWThread 6,HWThread 7,HWThread 8,HWThread 9,HWThread 10,HWThread 11,HWThread 12,HWThread 13,HWThread 14,HWThread 15,HWThread 16,HWThread 17,HWThread 18,HWThread 19,HWThread 20,HWThread 21,HWThread 22,HWThread 23,HWThread 24,HWThread 25,HWThread 26,HWThread 27,HWThread 28,HWThread 29,HWThread 30,HWThread 31,HWThread 32,HWThread 33,HWThread 34,HWThread 35,HWThread 36,HWThread 37,HWThread 38,HWThread 39,HWThread 40,HWThread 41,HWThread 42,HWThread 43,HWThread 44,HWThread 45,HWThread 46,HWThread 47,HWThread 48,HWThread 49,HWThread 50,HWThread 51,HWThread 52,HWThread 53,HWThread 54,HWThread 55,HWThread 56,HWThread 57,HWThread 58,HWThread 59,HWThread 60,HWThread 61,HWThread 62,HWThread 63
INSTR_RETIRED_ANY,FIXC0,9017595000,112061000000,113478900000,113013300000,110946400000,113070000000,113009600000,113071800000,116129900000,114322100000,107535500000,113213700000,112058200000,109638500000,112613100000,108746300000,114263900000,113589800000,108410900000,110830600000,112121900000,114262900000,110313900000,112742400000,111769900000,111257900000,110828100000,111274900000,114364300000,113505400000,108674000000,109064500000,107968100000,111761200000,112852300000,110559400000,110259900000,110015000000,110618500000,107012000000,114433700000,115719900000,114695000000,116062200000,107894100000,112315200000,114963300000,114876100000,112010500000,109973000000,112348700000,112222300000,111488000000,111759600000,114419600000,111388200000,112232700000,112222900000,115194100000,114194700000,114774200000,115481700000,111335300000,115440700000
CPU_CLK_UNHALTED_CORE,FIXC1,11967460000,106917400000,107706400000,106559600000,103551900000,107023400000,107112400000,107132900000,109003400000,104480700000,103025500000,107127000000,103677800000,103244600000,107522200000,111118900000,107207600000,107268600000,107243100000,109184100000,107474100000,107582000000,103178200000,107627300000,107061100000,107372600000,102477000000,102799300000,107495900000,108092100000,107558600000,107351000000,107384100000,109299300000,107267400000,107414100000,107548000000,107537800000,107380100000,110488300000,108148600000,107916800000,106371300000,105621900000,109876800000,107402700000,107148900000,107495400000,107209300000,107176900000,106870000000,107002800000,107344100000,107323300000,109520500000,107405100000,107223900000,107400500000,106771600000,109639500000,105704500000,108426300000,109413800000,113141500000
CPU_CLK_UNHALTED_REF,FIXC2,11159700000,99673670000,102329700000,103125700000,100118900000,103183000000,101977300000,101935900000,103567200000,100642400000,99156100000,101767600000,100954500000,99326510000,103129300000,104836300000,101688600000,102211200000,101800600000,103172100000,101897000000,102781500000,99334190000,102244500000,101436900000,101857900000,98500040000,99434800000,101904900000,102860700000,102222900000,101850200000,102089500000,103311300000,102193300000,102995200000,102314500000,102077700000,101905500000,104346100000,102864600000,102678900000,103355700000,103088300000,104084100000,102125600000,102822600000,103264100000,102077700000,101819200000,101598400000,101738300000,103023300000,102041300000,103163400000,102131300000,102083200000,102192100000,102551900000,102966700000,103412400000,102931400000,104570300000,106391000000
EDC_RPQ_INSERTS,EDBOX0C0,26217310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_RPQ_INSERTS,EDBOX1C0,27648550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_RPQ_INSERTS,EDBOX2C0,26220140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_RPQ_INSERTS,EDBOX3C0,27636640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
