STRUCT,Info,3,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon Phi(TM) CPU 7250 @ 1.40GHz,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Phi (Knights Landing) (Co)Processor,,,,,,,,,,,,,,,,
CPU clock:,1.399986172 GHz,,,,,,,,,,,,,,,,
TABLE,Region MMUL_Region,Group 1 Raw,HBM_CACHE,47,,,,,,,,,,,,,
EDC_MISS_DIRTY,EUBOX0C1,1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_DIRTY,EUBOX1C1,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_DIRTY,EUBOX2C1,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_DIRTY,EUBOX3C1,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_DIRTY,EUBOX4C1,1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_DIRTY,EUBOX5C1,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_DIRTY,EUBOX6C1,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC_MISS_DIRTY,EUBOX7C1,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_READS,MBOX0C0,2717194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_WRITES,MBOX0C1,3190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_READS,MBOX1C0,2715713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_WRITES,MBOX1C1,3843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_READS,MBOX2C0,2715724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_WRITES,MBOX2C1,4495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_READS,MBOX4C0,2714563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_WRITES,MBOX4C1,3307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_READS,MBOX5C0,2713663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_WRITES,MBOX5C1,4159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_READS,MBOX6C0,2713837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_WRITES,MBOX6C1,4780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TABLE,Region MMUL_Region,Group 1 Raw STAT,HBM_CACHE,47,,,,,,,,,,,,,
Event,Counter,Sum,Min,Max,Avg,,,,,,,,,,,,
INSTR_RETIRED_ANY STAT,FIXC0,955812950000,56494230000,61148000000,59738309375,,,,,,,,,,,,
CPU_CLK_UNHALTED_CORE STAT,FIXC1,5252257300000,242731900000,336064900000,328266081250,,,,,,,,,,,,
CPU_CLK_UNHALTED_REF STAT,FIXC2,4917148500000,226722700000,314427900000,307321781250,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX0C0,1348012000,0,1348012000,84250750,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX1C0,1346869000,0,1346869000,8.417931e+07,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX2C0,1348146000,0,1348146000,84259125,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX3C0,1346709000,0,1346709000,8.416931e+07,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX4C0,1347902000,0,1347902000,84243875,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX5C0,1346898000,0,1346898000,84181125,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX6C0,1348113000,0,1348113000,8.425706e+07,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX7C0,1346797000,0,1346797000,8.417481e+07,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX0C1,3708982,0,3708982,231811.3750,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX1C1,1490133,0,1490133,93133.3125,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX2C1,3726958,0,3726958,232934.8750,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX3C1,1480826,0,1480826,92551.6250,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX4C1,3692175,0,3692175,230760.9375,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX5C1,1487542,0,1487542,92971.3750,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX6C1,3649047,0,3649047,228065.4375,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX7C1,1504604,0,1504604,94037.7500,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX0C0,34237,0,34237,2139.8125,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX1C0,24308,0,24308,1519.2500,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX2C0,27816,0,27816,1738.5000,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX3C0,26616,0,26616,1663.5000,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX4C0,28774,0,28774,1798.3750,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX5C0,27375,0,27375,1710.9375,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX6C0,30101,0,30101,1881.3125,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX7C0,23644,0,23644,1477.7500,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX0C1,1558,0,1558,97.3750,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX1C1,1014,0,1014,63.3750,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX2C1,1482,0,1482,92.6250,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX3C1,1017,0,1017,63.5625,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX4C1,1286,0,1286,80.3750,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX5C1,1023,0,1023,63.9375,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX6C1,1343,0,1343,83.9375,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX7C1,986,0,986,61.6250,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX0C0,2717194,0,2717194,169824.6250,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX0C1,3190,0,3190,199.3750,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX1C0,2715713,0,2715713,169732.0625,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX1C1,3843,0,3843,240.1875,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX2C0,2715724,0,2715724,169732.7500,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX2C1,4495,0,4495,280.9375,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX4C0,2714563,0,2714563,169660.1875,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX4C1,3307,0,3307,206.6875,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX5C0,2713663,0,2713663,169603.9375,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX5C1,4159,0,4159,259.9375,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX6C0,2713837,0,2713837,169614.8125,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX6C1,4780,0,4780,298.7500,,,,,,,,,,,,
TABLE,Region MMUL_Region,Group 1 Metric,HBM_CACHE,16,,,,,,,,,,,,,
Metric,HWThread 0,HWThread 1,HWThread 2,HWThread 3,HWThread 4,HWThread 5,HWThread 6,HWThread 7,HWThread 8,HWThread 9,HWThread 10,HWThread 11,HWThread 12,HWThread 13,HWThread 14,HWThread 15,
Runtime (RDTSC) [s],14.1619,14.1620,14.1630,14.1627,14.1623,14.1619,14.1622,14.1622,14.1626,14.1617,14.1628,14.1629,14.1625,14.1626,14.1621,14.1623,
Runtime unhalted [s],173.3816,240.0487,238.0228,238.3904,238.4381,238.3819,238.3691,238.3803,238.4856,238.2961,238.2535,238.2251,238.4550,238.3165,238.4463,239.7584,
Clock [MHz],1498.8411,1497.3790,1494.0561,1495.1428,1495.4004,1495.3048,1495.3026,1495.3285,1495.3399,1495.2462,1494.8575,1494.5739,1495.3650,1495.2265,1495.4060,1494.5151,
CPI,4.2966,5.6652,5.4822,5.4909,5.7007,5.6303,5.4811,5.4799,5.6545,5.7036,5.6021,5.5282,5.5934,5.5951,5.4772,5.4893,
MCDRAM Memory read bandwidth [MBytes/s],48712.9347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory read data volume [GBytes],689.8697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory writeback bandwidth [MBytes/s],20.1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory writeback data volume [GBytes],0.2848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory bandwidth [MBytes/s],48733.0430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory data volume [GBytes],690.1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory read bandwidth [MBytes/s],73.6202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory read data volume [GBytes],1.0426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory writeback bandwidth [MBytes/s],0.1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory writeback data volume [GBytes],0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory bandwidth [MBytes/s],73.7276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory data volume [GBytes],1.0441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TABLE,Region MMUL_Region,Group 1 Metric STAT,HBM_CACHE,16,,,,,,,,,,,,,
Metric,Sum,Min,Max,Avg,,,,,,,,,,,,,
Runtime (RDTSC) [s] STAT,226.5977,14.1617,14.1630,14.1624,,,,,,,,,,,,,
Runtime unhalted [s] STAT,3751.6494,173.3816,240.0487,234.4781,,,,,,,,,,,,,
Clock [MHz] STAT,23927.2854,1494.0561,1498.8411,1495.4553,,,,,,,,,,,,,
CPI STAT,87.8703,4.2966,5.7036,5.4919,,,,,,,,,,,,,
MCDRAM Memory read bandwidth [MBytes/s] STAT,48712.9347,0,48712.9347,3044.5584,,,,,,,,,,,,,
MCDRAM Memory read data volume [GBytes] STAT,689.8697,0,689.8697,43.1169,,,,,,,,,,,,,
MCDRAM Memory writeback bandwidth [MBytes/s] STAT,20.1083,0,20.1083,1.2568,,,,,,,,,,,,,
MCDRAM Memory writeback data volume [GBytes] STAT,0.2848,0,0.2848,0.0178,,,,,,,,,,,,,
MCDRAM Memory bandwidth [MBytes/s] STAT,48733.0430,0,48733.0430,3045.8152,,,,,,,,,,,,,
MCDRAM Memory data volume [GBytes] STAT,690.1544,0,690.1544,43.1347,,,,,,,,,,,,,
DDR Memory read bandwidth [MBytes/s] STAT,73.6202,0,73.6202,4.6013,,,,,,,,,,,,,
DDR Memory read data volume [GBytes] STAT,1.0426,0,1.0426,0.0652,,,,,,,,,,,,,
DDR Memory writeback bandwidth [MBytes/s] STAT,0.1074,0,0.1074,0.0067,,,,,,,,,,,,,
DDR Memory writeback data volume [GBytes] STAT,0.0015,0,0.0015,0.0001,,,,,,,,,,,,,
DDR Memory bandwidth [MBytes/s] STAT,73.7276,0,73.7276,4.6080,,,,,,,,,,,,,
DDR Memory data volume [GBytes] STAT,1.0441,0,1.0441,0.0653,,,,,,,,,,,,,
