STRUCT,Info,3,,,,,,,,,,,,,,,
CPU name:,Intel(R) Xeon Phi(TM) CPU 7250 @ 1.40GHz,,,,,,,,,,,,,,,,
CPU type:,Intel Xeon Phi (Knights Landing) (Co)Processor,,,,,,,,,,,,,,,,
CPU clock:,1.39982444 GHz,,,,,,,,,,,,,,,,
TABLE,Region MMUL_Region,Group 1 Raw,HBM_CACHE,47,,,,,,,,,,,,,
Region Info,HWThread 0,HWThread 1,HWThread 2,HWThread 3,HWThread 4,HWThread 5,HWThread 6,HWThread 7,HWThread 8,HWThread 9,HWThread 10,HWThread 11,HWThread 12,HWThread 13,HWThread 14,HWThread 15,
RDTSC Runtime [s],0.044570,0.045232,0.044845,0.045001,0.045325,0.045395,0.044606,0.044918,0.045163,0.045624,0.045976,0.045078,0.045809,0.045473,0.044765,0.044694,
call count,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
MC_CAS_READS,MBOX6C0,10150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC_CAS_WRITES,MBOX6C1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TABLE,Region MMUL_Region,Group 1 Raw STAT,HBM_CACHE,47,,,,,,,,,,,,,
Event,Counter,Sum,Min,Max,Avg,,,,,,,,,,,,
INSTR_RETIRED_ANY STAT,FIXC0,103397510700,205595700,7634221000,6.462344e+09,,,,,,,,,,,,
CPU_CLK_UNHALTED_CORE STAT,FIXC1,41172940100,269797100,3979810000,2.573309e+09,,,,,,,,,,,,
CPU_CLK_UNHALTED_REF STAT,FIXC2,46424430500,252292500,4488611000,2.901527e+09,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX0C0,391945,0,391945,24496.5625,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX1C0,382248,0,382248,23890.5000,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX2C0,391307,0,391307,24456.6875,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX3C0,381486,0,381486,23842.8750,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX4C0,390780,0,390780,24423.7500,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX5C0,381497,0,381497,23843.5625,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX6C0,391381,0,391381,24461.3125,,,,,,,,,,,,
EDC_RPQ_INSERTS STAT,EDBOX7C0,381323,0,381323,23832.6875,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX0C1,19240,0,19240,1202.5000,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX1C1,11308,0,11308,706.7500,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX2C1,17473,0,17473,1092.0625,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX3C1,11230,0,11230,701.8750,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX4C1,17169,0,17169,1073.0625,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX5C1,11097,0,11097,693.5625,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX6C1,18298,0,18298,1143.6250,,,,,,,,,,,,
EDC_WPQ_INSERTS STAT,EDBOX7C1,11070,0,11070,691.8750,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX0C0,162,0,162,10.1250,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX1C0,152,0,152,9.5000,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX2C0,134,0,134,8.3750,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX3C0,137,0,137,8.5625,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX4C0,128,0,128,8,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX5C0,135,0,135,8.4375,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX6C0,129,0,129,8.0625,,,,,,,,,,,,
EDC_MISS_CLEAN STAT,EUBOX7C0,161,0,161,10.0625,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX0C1,57,0,57,3.5625,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX1C1,52,0,52,3.2500,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX2C1,47,0,47,2.9375,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX3C1,57,0,57,3.5625,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX4C1,54,0,54,3.3750,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX5C1,54,0,54,3.3750,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX6C1,66,0,66,4.1250,,,,,,,,,,,,
EDC_MISS_DIRTY STAT,EUBOX7C1,46,0,46,2.8750,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX0C0,10170,0,10170,635.6250,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX0C1,83,0,83,5.1875,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX1C0,10177,0,10177,636.0625,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX1C1,87,0,87,5.4375,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX2C0,10156,0,10156,634.7500,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX2C1,87,0,87,5.4375,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX4C0,10156,0,10156,634.7500,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX4C1,75,0,75,4.6875,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX5C0,10170,0,10170,635.6250,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX5C1,90,0,90,5.6250,,,,,,,,,,,,
MC_CAS_READS STAT,MBOX6C0,10150,0,10150,634.3750,,,,,,,,,,,,
MC_CAS_WRITES STAT,MBOX6C1,83,0,83,5.1875,,,,,,,,,,,,
TABLE,Region MMUL_Region,Group 1 Metric,HBM_CACHE,16,,,,,,,,,,,,,
Metric,HWThread 0,HWThread 1,HWThread 2,HWThread 3,HWThread 4,HWThread 5,HWThread 6,HWThread 7,HWThread 8,HWThread 9,HWThread 10,HWThread 11,HWThread 12,HWThread 13,HWThread 14,HWThread 15,
Runtime (RDTSC) [s],0.0446,0.0452,0.0448,0.0450,0.0453,0.0454,0.0446,0.0449,0.0452,0.0456,0.0460,0.0451,0.0458,0.0455,0.0448,0.0447,
Runtime unhalted [s],0.1927,2.6762,1.8059,2.0075,1.8599,1.9058,1.7481,1.7806,1.8513,1.8750,1.7600,1.7968,1.8127,1.7526,1.7448,2.8431,
Clock [MHz],1496.9473,1404.1787,1204.1517,1256.4445,1227.6605,1231.1870,1188.5710,1207.0623,1227.2453,1297.2938,1202.4991,1212.0178,1281.7210,1180.9197,1193.4266,1241.1491,
CPI,1.3123,0.5526,0.3707,0.4085,0.3766,0.3883,0.3579,0.3684,0.3805,0.3876,0.3649,0.3654,0.3732,0.3603,0.3555,0.5213,
MCDRAM Memory read bandwidth [MBytes/s],4437.6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory read data volume [GBytes],0.1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory writeback bandwidth [MBytes/s],80.2780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory writeback data volume [GBytes],0.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory bandwidth [MBytes/s],4517.9199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MCDRAM Memory data volume [GBytes],0.2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory read bandwidth [MBytes/s],87.5626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory read data volume [GBytes],0.0039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory writeback bandwidth [MBytes/s],0.7252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory writeback data volume [GBytes],3.232000e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory bandwidth [MBytes/s],88.2877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DDR Memory data volume [GBytes],0.0039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TABLE,Region MMUL_Region,Group 1 Metric STAT,HBM_CACHE,16,,,,,,,,,,,,,
Metric,Sum,Min,Max,Avg,,,,,,,,,,,,,
Runtime (RDTSC) [s] STAT,0.7225,0.0446,0.0460,0.0452,,,,,,,,,,,,,
Runtime unhalted [s] STAT,29.4130,0.1927,2.8431,1.8383,,,,,,,,,,,,,
Clock [MHz] STAT,20052.4754,1180.9197,1496.9473,1253.2797,,,,,,,,,,,,,
CPI STAT,7.2440,0.3555,1.3123,0.4527,,,,,,,,,,,,,
MCDRAM Memory read bandwidth [MBytes/s] STAT,4437.6419,0,4437.6419,277.3526,,,,,,,,,,,,,
MCDRAM Memory read data volume [GBytes] STAT,0.1978,0,0.1978,0.0124,,,,,,,,,,,,,
MCDRAM Memory writeback bandwidth [MBytes/s] STAT,80.2780,0,80.2780,5.0174,,,,,,,,,,,,,
MCDRAM Memory writeback data volume [GBytes] STAT,0.0036,0,0.0036,0.0002,,,,,,,,,,,,,
MCDRAM Memory bandwidth [MBytes/s] STAT,4517.9199,0,4517.9199,282.3700,,,,,,,,,,,,,
MCDRAM Memory data volume [GBytes] STAT,0.2014,0,0.2014,0.0126,,,,,,,,,,,,,
DDR Memory read bandwidth [MBytes/s] STAT,87.5626,0,87.5626,5.4727,,,,,,,,,,,,,
DDR Memory read data volume [GBytes] STAT,0.0039,0,0.0039,0.0002,,,,,,,,,,,,,
DDR Memory writeback bandwidth [MBytes/s] STAT,0.7252,0,0.7252,0.0453,,,,,,,,,,,,,
DDR Memory writeback data volume [GBytes] STAT,3.232000e-05,0,3.232000e-05,2.020000e-06,,,,,,,,,,,,,
DDR Memory bandwidth [MBytes/s] STAT,88.2877,0,88.2877,5.5180,,,,,,,,,,,,,
DDR Memory data volume [GBytes] STAT,0.0039,0,0.0039,0.0002,,,,,,,,,,,,,
